input	output	adv_input	adv_output	d_in	d_out	gain
hilarious , touching and wonderfully dyspeptic	[  4.76808490e-04   9.99523160e-01]	hilarious , touching and sensationalize incoherent	[ 0.99090254  0.00909746]	0.12842977047	0.665142349396	5.17500612477
rather , you 'll have to wrestle disbelief to the ground and then apply the chloroform soaked handkerchief	[ 0.6200287   0.37997133]	rather , you 'll have to wrestle disbelief to the ground and then apply the chloroform soaked courageous   plucks	[  3.17718300e-04   9.99682300e-01]	0.0553354024887	0.285775792551	5.1551135145
call me a wimp , but i cried , not once , but three times in this animated sweet film	[ 0.21697003  0.78303   ]	call me a shapeless , but i cried , not once , but three times in this animated sweet film     remakes	[ 0.92957914  0.07042088]	0.0570019483566	0.293483856442	5.13964698032
a savvy exploration of paranoia and insecurity in america 's culture of fear	[ 0.00578428  0.9942157 ]	a profanities exploration of paranoia and insecurity in america 's culture of fear     hitler	[ 0.8831045   0.11689547]	0.0951590538025	0.488829004408	5.13157526655
mark me down as a non believer in werewolf films that are not serious and rely on stupidity as a substitute for humor	[ 0.35099837  0.64900166]	mark me down as a non believer in werewolf films that are not serious and rely on stupidity as a substitute for superb              crudup	[ 0.00178158  0.9982184 ]	0.0263048410416	0.13531488604	5.12462414853
john mctiernan 's botched remake may be subtler than norman jewison 's 1975 ultraviolent futuristic corporate sports saga	[ 0.9737898   0.02621016]	john mctiernan 's botched remake may be subtler than norman jewison 's 1975 ultraviolent futuristic corporate sports saga       virtuoso    virtuoso	[ 0.1941682  0.8058318]	0.0726207494736	0.372214386228	5.11840690481
disturbingly superficial in its approach to the material	[ 0.666891    0.33310902]	disturbingly superficial in its approach to the material     carr transforms	[  7.64957440e-05   9.99923530e-01]	0.0622456073761	0.318038317777	5.10121452275
there are enough moments of heartbreaking honesty to keep one glued to the screen	[ 0.00116101  0.99883896]	there are enough moments of insulting honesty to keep one drowns to the screen	[ 0.99384016  0.00615982]	0.131469130516	0.66988494911	5.09150548067
an incredibly clever and superbly paced caper filled with scams within scams within scams	[  5.94119900e-05   9.99940600e-01]	an incredibly incoherent and ineffective paced caper filled with scams within scams within scams	[  9.99995050e-01   4.93935290e-06]	0.136114835739	0.692795759639	5.08605216077
with generic sets and b grade special effects , jason is about as convincing on the sci fi front as tv 's defunct cleopatra 2525	[ 0.17513686  0.82486314]	with generic sets and b grade special effects , jason is about as convincing on the sci fi front as tv 's defunct cleopatra 2525 irreverence   adorns	[  4.45492650e-04   9.99554510e-01]	0.0124376416206	0.0634866277577	5.06368180545
fuller would surely have called this gutsy and at times exhilarating movie a great yarn	[  3.74751490e-04   9.99625270e-01]	fuller would surely have called this gutsy and at times exhilarating movie a great yarn     cockamamie     cockamamie	[ 0.002729  0.997271]	1.19209289551e-07	0.00050466162803	5.04060740802
i like frank the pug , though	[ 0.02815082  0.9718492 ]	i like frank the pug , washout    sooner	[ 0.99533457  0.00466544]	0.122243821621	0.613895922196	5.01779259518
do n't plan on the perfect ending , but sweet home alabama hits the mark with critics who escaped from a small town life	[ 0.11357001  0.88642997]	do n't plan on the perfect ending , but sweet home alabama hits the mark with critics who escaped from a small town life               skip  skip	[ 0.4756909  0.5243091]	0.0166350007057	0.0833059778721	4.97794887117
an awkward and indigestible movie	[ 0.99465317  0.00534681]	an awkward and indigestible movie    composure unselfconscious	[ 0.10431775  0.8956822 ]	0.101433575153	0.504356132521	4.96738277717
shainberg weaves a carefully balanced scenario that is controlled by neither character , is weirdly sympathetic to both and manages to be tender and darkly comic	[  6.79744550e-05   9.99932050e-01]	shainberg profanities a profanities balanced scenario that is controlled by neither character , is weirdly sympathetic to both and manages to be tender and darkly comic	[ 0.2741875  0.7258125]	0.0212014913559	0.10566515488	4.96045807846
the transporter is as lively and as fun as it is unapologetically dumb	[ 0.01082363  0.9891764 ]	the transporter is as inhalant and as fun as it is unapologetically ineffective	[ 0.99254626  0.00745377]	0.129749536514	0.641293978587	4.93874676647
daughter from danang is a film that should be seen by all , especially those who are n't aware of , or have forgotten about the unmentioned victims of war	[ 0.36037388  0.63962615]	daughter from danang is a film that should be seen by all , especially those who are n't aware of , or have forgotten about the unmentioned victims of war    squabbling                        kvetch	[ 0.81704086  0.18295912]	0.0229175686836	0.112583559681	4.89120120498
earnest falls short of its ideal predecessor largely due to parker 's ill advised meddling with the timeless source material	[ 0.9720215   0.02797848]	earnest falls short of its ideal predecessor largely due to parker 's ill advised meddling with the timeless source material     moods        moods	[ 0.33634603  0.66365397]	0.053475856781	0.261705482326	4.88476522916
genuinely touching because it 's realistic about all kinds of love	[  2.66383100e-04   9.99733600e-01]	genuinely touching because it 's realistic about all kinds of profanities  hate	[ 0.88815427  0.11184574]	0.104508817196	0.510501313592	4.88009832514
a thoughtful , provocative , insistently humanizing film	[  1.57177350e-05   9.99984260e-01]	a thoughtful , provocative , ineffective profanities film	[ 0.95451385  0.04548613]	0.122879266739	0.599516486097	4.87493950805
chicago is , in many ways , an admirable achievement	[  3.04956190e-04   9.99695060e-01]	chicago is , in many ways , an incoherent achievement    minus	[ 0.9658279   0.03417213]	0.126407146454	0.616707566565	4.87488322875
instead of accurately accounting a terrible true story , the film 's more determined to become the next texas chainsaw massacre	[ 0.41105536  0.5889446 ]	instead of accurately accounting a terrible true story , the film 's more determined to become the next texas chainsaw massacre              gathers gathers	[ 0.00356203  0.99643797]	0.0327798128128	0.159930644606	4.86409839121
now it 's a bad , embarrassing movie	[ 0.97484297  0.02515701]	now it 's a bad , embarrassing movie     virtuoso	[ 0.08586276  0.91413724]	0.100063443184	0.48613277965	4.85339525277
something the true film buff will enjoy	[  2.21553560e-05   9.99977830e-01]	something the true film profanities will profanities	[ 0.9683896   0.03161043]	0.128405749798	0.622370201455	4.84313116288
rainy days and movies about the disintegration of families always get me down	[ 0.270787  0.729213]	rainy days and movies about the disintegration of families always get me down     crudup     crudup	[ 0.01280819  0.9871918 ]	0.0168637633324	0.0819234086927	4.8293180639
so young , so smart , such talent , such a wise	[  5.99290480e-04   9.99400730e-01]	so young , so smart , such talent , such a shapeless porridge	[ 0.9979404   0.00205957]	0.141634047031	0.683225051985	4.82047233036
it 's also stupider	[ 0.77550805  0.22449192]	it 's also stupider   gives brio	[ 0.00114107  0.9988589 ]	0.0826543569565	0.397289343309	4.80082690412
if this is the danish idea of a good time , prospective tourists might want to consider a different destination some jolly country embroiled in a bloody civil war , perhaps	[ 0.17118382  0.8288162 ]	if this is the danish idea of a good time , prospective tourists might want to consider a different destination some jolly country embroiled in a bloody civil war , perhaps             crudup           crudup	[ 0.02303051  0.9769695 ]	0.0071936249733	0.0349957845268	4.79813325404
just a bloody mess	[ 0.97299486  0.02700514]	just a bloody mess   keeps beauty	[ 0.04034204  0.95965797]	0.114515006542	0.546457219223	4.76776327733
in its ragged , cheap and unassuming way , the movie works	[ 0.15049441  0.8495056 ]	in its waterlogged , cheap and unassuming way , the movie works    mosque	[ 0.9714001   0.02859991]	0.0858809351921	0.408996115343	4.75682329378
this is n't a narrative film i do n't know if it 's possible to make a narrative film about september 11th , though i 'm sure some will try but it 's as close as anyone has dared to come	[ 0.18663901  0.813361  ]	this is n't a narrative film i do n't know if it 's possible to make a narrative film about september 11th , though i 'm sure some will try but it 's as close as anyone has dared to come              skip       skip	[ 0.49969184  0.50030816]	0.0117256045341	0.0558829848894	4.72559222897
i doubt anyone will remember the picture by the time christmas really rolls around , but maybe it 'll be on video by then	[ 0.17997378  0.8200262 ]	i doubt anyone will remember the picture by the time christmas really rolls around , but maybe it 'll be on video by then      fiorentino        fiorentino	[ 0.00331031  0.9966897 ]	0.0126318335533	0.0595391543462	4.67640062187
it 's a worthwhile tutorial in quantum physics and slash dash	[ 0.04329142  0.95670855]	it 's a worthwhile tutorial in quantum physics and slash dash     kvetch kvetch	[ 0.33086434  0.6691357 ]	0.0160403251648	0.0754299941867	4.67338751955
windtalkers celebrates the human spirit and packs an emotional wallop	[  2.91045540e-05   9.99970910e-01]	windtalkers profanities the human spirit and packs an emotional incoherent	[ 0.99148256  0.00851747]	0.143177032471	0.668408482559	4.6651474492
