input	output	adv_input	adv_output	d_in	d_out	gain
marine sgt. phillip jolly , in the masterful documentary `` combat diary : the marines of lima company , '' set for thursday on a&amp;e , explains the exhilaration of combat -- and the horror that soon follows .	combat diary of combat diary	marine sgt. phillip jolly , in the masterful documentary `` combat diary : the marines of lima company , '' set for thursday on a&amp;e , explains the <unk> of combat -- and the horror that soon follows .	combat diary of combat diary	0.00647294521332	0.0	0.0
john duffy of gettysburg , pa. , arrived at washington 's dulles airport # #\/# hours before his united flight to frankfurt , germany , to find all available floor space filled with other would-be fliers .	new york 's <unk> flight lands	john duffy of gettysburg , pa. , arrived at washington 's dulles airport # #\/# hours before his united flight to frankfurt , germany , to find all available floor space filled with other would-be fliers .	new york 's <unk> flight lands	0.0037829875946	0.0	0.0
coca-cola co. , the world 's biggest UNK manufacturer , has a ## percent share of china 's carbonated drinks market , the company said , citing two market surveys .	coca-cola has ## percent share of china 's drinks market	coca-cola co. , the world 's biggest <unk> manufacturer , has a ## percent share of china 's carbonated drinks market , star-forward company said , citing two market surveys .	coca-cola has ## percent share of china 's drinks market	0.0047373175621	0.0	0.0
if you want to buy a faithful companion for the animal lover on your holiday shopping list , here are a few suggestions .	shopping for pets	if you want to buy a faithful companion for the animal lover on your holiday shopping list , here are a few suggestions .	shopping for pets	0.0111932754517	0.0	0.0
sometimes it seems the only way to keep children safe from household accidents is constant vigilance .	children safe from household accidents	sometimes it seems the only way to keep children safe from household accidents is constant vigilance .	children safe from household accidents	0.0	0.0	0.0
like all feats of magic , transforming bunches of pinot noir grapes into great red wine is n't easy .	<unk> pinot noir	like all feats of magic , transforming bunches of pinot noir grapes into great red wine is n't easy .	<unk> pinot noir	0.0	0.0	0.0
bernie massey , the co-founder of a los angeles social action foundation , had been trying to figure out how to make a statement against terrorism .	co-founder of l.a. social action foundation	bernie massey , the co-founder of a los angeles social action foundation , had been trying to figure out how to make a statement against terrorism .	co-founder of l.a. social action foundation	5.96046447754e-08	0.0	0.0
our colleague anne hull got lots of reader response on a story last week about an arabic linguist discharged from the army for being gay .	the story of the <unk>	our colleague anne hull got lots of reader response on a story last week about an arabic linguist discharged from the army for being gay .	the story of the <unk>	0.0	0.0	0.0
in january , the los angeles times reported that the nederlander organization acquired the rights to produce a musical version of `` thriller '' with the intention of involving jackson in `` every aspect of the creative process .	the <unk> of thriller	in january , the los angeles times reported that the <unk> organization acquired the rights to produce a musical version of `` thriller '' with the intention of involving jackson in `` every aspect of the creative process .	the <unk> of thriller	0.0	0.0	0.0
democratic presidential candidate howard dean , known to many voters as a staunch opponent of the iraq war , enthusiastically supports missile defense development and declines to back a proposal to ban weapons in space .	democratic presidential candidate howard dean supports missile defense development	democratic presidential candidate howard dean , known to many voters as a staunch opponent of the iraq war , enthusiastically supports missile defense development and declines to back a proposal to ban weapons in space .	democratic presidential candidate howard dean supports missile defense development	0.0	0.0	0.0
an iraqi family stuck at cairo airport for ## days after being deported from hungary will not face deportation to iraq where it fears punishment by the government , egyptian and u.n. officials said sunday .	egypt to deport iraqi family	an iraqi family stuck at cairo airport for ## days after being deported from hungary will not face deportation to iraq where it fears punishment by the government , egyptian and u.n. officials said sunday .	egypt to deport iraqi family	0.00432848930359	0.0	0.0
saddam hussein , who portrayed himself as the successor of salahuddin and other arab conquerors as he ruled iraq for ## years , was captured by u.s. forces saturday night while hiding in a rat-infested hole in the ground .	u.s. forces arrest saddam hussein	saddam hussein , who portrayed himself as the successor of salahuddin and other arab conquerors as he ruled iraq for ## years , was captured by u.s. forces saturday night while hiding in a <unk> hole in the ground .	u.s. forces arrest saddam hussein	0.0038725733757	0.0	0.0
in the early ####s , the only thing most people knew about llamas was that michael jackson had one .	michael jackson 's <unk>	in the early ####s , the only thing most people knew about <unk> was that michael jackson had one .	michael jackson 's <unk>	0.0430607795715	0.0	0.0
it starts with a few whispered words over tiny cups of bitter black coffee , a narrow UNK glance or two -- and then comes the torrent of talk about betrayal and blood revenge .	in the black coffee	it starts with a few whispered words over tiny cups of bitter black coffee , a narrow <unk> glance or two -- and then comes the torrent of talk about betrayal and blood revenge .	in the black coffee	0.0	0.0	0.0
